role,kernel,grid,block,calls_per_step,time_us_per_step,rank_min_us,rank_max_us,mean_call_us,p50_call_us,p90_call_us,p99_call_us,launch_occupancy_pct
Elementwise and metadata,triton_red_fused_rms_norm_4,16x1x1,512x1x1,0.75,1.7739375,0.0,2.392,2.36525,2.368,2.432,2.464,3
Elementwise and metadata,triton_red_fused_eq_rms_norm_scalar_tensor_unsqueeze_where_2,8x1x1,512x1x1,0.25,1.7679375,0.0,7.07175,7.07175,7.168,7.296,7.296,2
Elementwise and metadata,triton_red_fused_1,16x1x1,512x1x1,0.75,1.7479375,0.0,2.392,2.3305833333333332,2.336,2.432,2.496,3
Elementwise and metadata,_prepare_decode_inputs_kernel,5x1x1,128x1x1,1.0,1.6499375,1.54375,1.776,1.6499375,1.664,1.792,1.888,0
Elementwise and metadata,triton_poi_fused_7,4x1x1,128x1x1,1.0,1.638,0.0,3.456,1.6380000000000001,1.6,1.824,1.92,0
Elementwise and metadata,triton_per_fused__to_copy_native_layer_norm_slice_6,2x1x1,64x1x1,1.0,1.6139374999999998,0.0,4.7357499999999995,1.6139375,1.664,1.92,1.92,0
Elementwise and metadata,triton_poi_fused_machete_mm_mul_silu_slice_1,96x1x1,128x1x1,1.0,1.5339999999999998,0.0,4.568,1.534,1.536,1.632,1.664,5
Elementwise and metadata,triton_poi_fused_add_mul_1,96x1x1,256x1x1,1.0,1.508,0.0,4.4479999999999995,1.508,1.536,1.6,1.696,9
Elementwise and metadata,_prepare_prefill_inputs_kernel,4x1x1,128x1x1,1.0,1.496,1.456,1.512,1.496,1.504,1.536,1.664,0
Elementwise and metadata,at_cuda_detail::cub::detail::scan::DeviceScanKernel,1x1x1,128x1x1,1.0,1.376,1.3359999999999999,1.456,1.376,1.376,1.472,1.472,0
Elementwise and metadata,triton_red_fused_fused_add_rms_norm_moe_forward_shared_0,4x1x1,1024x1x1,0.5,1.3719999999999999,0.0,5.4879999999999995,2.7439999999999998,2.816,2.848,2.848,2
Elementwise and metadata,triton_per_fused__to_copy_native_layer_norm_slice_6,4x1x1,32x1x1,1.0,1.3119375,0.0,2.75975,1.3119375,1.344,1.408,1.568,0
Elementwise and metadata,_prepare_pos_seq_lens_kernel,5x1x1,128x1x1,1.0,1.28,1.2,1.336,1.28,1.312,1.344,1.472,0
Elementwise and metadata,triton_red_fused_rms_norm_1,16x1x1,512x1x1,0.5,1.238,0.0,2.6,2.476,2.496,2.688,2.688,3
Elementwise and metadata,compute_cuda_kernel,1x1x1,512x1x1,1.0,1.236,1.216,1.248,1.236,1.248,1.248,1.28,0
Elementwise and metadata,triton_poi_fused_add_mul_1,48x1x1,128x1x1,0.75,1.188,0.0,2.992,1.584,1.568,2.144,2.4,2
Elementwise and metadata,triton_poi_fused_machete_mm_mul_silu_slice_1,384x1x1,128x1x1,0.75,1.188,0.0,4.752,1.584,1.568,1.6,1.728,18
Elementwise and metadata,triton_per_fused_mm_t_5,20x1x1,256x1x1,0.5,1.184,0.0,2.392,2.368,2.368,2.432,2.432,2
Elementwise and metadata,triton_poi_fused_machete_mm_mul_silu_slice_1,96x1x1,64x1x1,0.75,1.1800000000000002,0.0,4.720000000000001,1.5733333333333335,1.568,1.6,1.6,2
Elementwise and metadata,triton_poi_fused_7,16x1x1,128x1x1,0.75,1.1600000000000001,0.0,1.576,1.5466666666666666,1.536,1.632,1.632,1
Elementwise and metadata,triton_red_fused_eq_rms_norm_scalar_tensor_unsqueeze_where_2,16x1x1,512x1x1,0.5,1.1440000000000001,0.0,2.48,2.2880000000000003,2.4,2.528,2.528,3
Elementwise and metadata,triton_red_fused_rms_norm_3,4x1x1,512x1x1,0.5,1.1139999999999999,0.0,4.4559999999999995,2.2279999999999998,2.272,2.4,2.4,1
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_7,512x1x1,64x1x1,0.75,1.0659999999999998,0.0,4.263999999999999,1.4213333333333333,1.408,1.472,1.504,12
Elementwise and metadata,_expand_idx_mapping_kernel,4x1x1,128x1x1,1.0,1.054,0.976,1.1360000000000001,1.054,1.024,1.184,1.216,0
MLA/DSA BF16 GEMMs,nvjet_sm90_tss_64x8_64x16_4x2_h_bz_TNT,8x12x1,384x1x1,0.25,1.046,0.0,4.184,4.184,4.288,4.448,4.448,0
Elementwise and metadata,triton_poi_fused_4,8x1x1,128x1x1,0.75,1.036,0.0,2.792,1.3813333333333333,1.376,1.408,1.44,0
Elementwise and metadata,triton_red_fused_eq_rms_norm_scalar_tensor_unsqueeze_where_2,4x1x1,1024x1x1,0.5,1.005875,0.0,4.0235,2.01175,2.048,2.08,2.08,2
Elementwise and metadata,cublasLt::splitKreduce_kernel,192x1x1,32x16x1,0.5,0.994,0.0,3.976,1.988,1.952,2.08,2.08,36
MLA/DSA BF16 GEMMs,nvjet_sm90_tss_64x16_64x16_1x1_h_bz_TNT,1x96x1,384x1x1,0.25,0.9219999999999999,0.0,3.6879999999999997,3.6879999999999997,3.776,3.808,3.808,0
Elementwise and metadata,triton_red_fused_8,8x1x1,256x1x1,0.5,0.8819375,0.0,3.52775,1.763875,1.728,2.048,2.048,1
Elementwise and metadata,triton_red_fused_rms_norm_1,8x1x1,256x1x1,0.25,0.854,0.0,3.416,3.416,3.488,3.488,3.488,1
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_8,512x1x1,128x1x1,0.5,0.833875,0.0,3.3355,1.66775,1.727,1.919,1.919,24
Elementwise and metadata,triton_poi_fused_add_bitwise_and_bitwise_not_bitwise_or_embedding_ge_lt_masked_fill_mul_sub_unsqueeze_0,96x1x1,256x1x1,0.5,0.8260000000000001,0.0,1.752,1.652,1.632,1.92,1.92,9
Elementwise and metadata,triton_per_fused__to_copy_native_layer_norm_slice_4,2x1x1,64x1x1,0.5,0.81,0.0,3.24,1.62,1.6,1.856,1.856,0
Elementwise and metadata,triton_red_fused_7,8x1x1,512x1x1,0.5,0.802,0.0,3.208,1.604,1.568,1.76,1.76,2
Elementwise and metadata,triton_poi_fused_machete_mm_mul_silu_slice_1,48x1x1,128x1x1,0.5,0.798,0.0,3.192,1.596,1.6,1.664,1.664,2
Elementwise and metadata,triton_poi_fused_0,384x1x1,128x1x1,0.5,0.776,0.0,3.104,1.552,1.472,1.824,1.824,18
Elementwise and metadata,triton_poi_fused_0,24x1x1,128x1x1,0.5,0.764,0.0,3.056,1.528,1.504,1.728,1.728,1
Elementwise and metadata,at_cuda_detail::cub::detail::scan::DeviceScanInitKernel,1x1x1,128x1x1,1.0,0.7619375,0.752,0.768,0.7619375,0.768,0.768,0.8,0
Elementwise and metadata,triton_poi_fused_7,4x1x1,256x1x1,0.5,0.746,0.0,2.984,1.492,1.472,1.728,1.728,0
Elementwise and metadata,triton_per_fused_mm_t_3,80x1x1,256x1x1,0.5,0.726,0.0,2.904,1.452,1.472,1.472,1.472,8
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_9,64x1x1,64x1x1,0.5,0.718,0.0,2.872,1.436,1.44,1.472,1.472,2
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_9,64x1x1,128x1x1,0.5,0.712,0.0,2.848,1.424,1.44,1.472,1.472,3
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_8,64x1x1,64x1x1,0.5,0.706,0.0,2.824,1.412,1.408,1.536,1.536,2
Elementwise and metadata,triton_per_fused_mm_t_3,160x1x1,128x1x1,0.5,0.702,0.0,2.808,1.404,1.408,1.44,1.44,8
Elementwise and metadata,triton_red_fused_fused_add_rms_norm_moe_forward_shared_0,16x1x1,1024x1x1,0.25,0.7019375,0.0,2.80775,2.80775,2.784,2.88,2.88,6
Elementwise and metadata,triton_per_fused_mm_t_3,40x1x1,128x1x1,0.5,0.6979375,0.0,2.79175,1.395875,1.376,1.568,1.568,2
Elementwise and metadata,triton_per_fused__to_copy_native_layer_norm_slice_3,16x1x1,64x1x1,0.5,0.688,0.0,2.752,1.376,1.376,1.408,1.408,0
Elementwise and metadata,triton_poi_fused_6,4x1x1,128x1x1,0.5,0.688,0.0,2.752,1.376,1.376,1.408,1.408,0
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_9,128x1x1,64x1x1,0.5,0.6799999999999999,0.0,2.7199999999999998,1.3599999999999999,1.376,1.376,1.376,3
Elementwise and metadata,triton_per_fused_mm_t_5,20x1x1,128x1x1,0.5,0.6619375000000001,0.0,2.6477500000000003,1.3238750000000001,1.312,1.407,1.407,1
Elementwise and metadata,triton_per_fused__to_copy_native_layer_norm_slice_5,4x1x1,32x1x1,0.5,0.652,0.0,2.608,1.304,1.344,1.408,1.408,0
Elementwise and metadata,triton_per_fused__to_copy_native_layer_norm_slice_3,1x1x1,32x1x1,0.25,0.628,0.0,2.512,2.512,2.528,2.528,2.528,0
Elementwise and metadata,triton_per_fused_mm_t_5,2560x1x1,64x1x1,0.25,0.6259375,0.0,2.50375,2.50375,2.464,2.624,2.624,61
Elementwise and metadata,triton_red_fused_add_fused_add_rms_norm_rms_norm_2,16x1x1,1024x1x1,0.25,0.61,0.0,2.44,2.44,2.496,2.496,2.496,6
Elementwise and metadata,triton_per_fused_mm_t_4,40x1x1,32x1x1,0.5,0.5839375,0.0,2.33575,1.167875,1.152,1.311,1.311,0
Elementwise and metadata,triton_poi_fused_0,384x1x1,256x1x1,0.25,0.5740000000000001,0.0,2.2960000000000003,2.2960000000000003,2.336,2.368,2.368,36
Elementwise and metadata,triton_poi_fused_0,96x1x1,512x1x1,0.25,0.56,0.0,2.24,2.24,2.272,2.336,2.336,18
Elementwise and metadata,triton_red_fused_eq_rms_norm_scalar_tensor_unsqueeze_where_2,16x1x1,1024x1x1,0.25,0.538,0.0,2.152,2.152,2.176,2.176,2.176,6
Elementwise and metadata,triton_red_fused_8,32x1x1,512x1x1,0.25,0.536,0.0,2.144,2.144,2.176,2.208,2.208,6
Elementwise and metadata,triton_red_fused_rms_norm_4,16x1x1,1024x1x1,0.25,0.524,0.0,2.096,2.096,2.048,2.272,2.272,6
Elementwise and metadata,triton_poi_fused_0,192x1x1,128x1x1,0.25,0.512,0.0,2.048,2.048,2.08,2.144,2.144,9
Elementwise and metadata,triton_red_fused_1,16x1x1,1024x1x1,0.25,0.508,0.0,2.032,2.032,2.048,2.048,2.048,6
Elementwise and metadata,triton_red_fused_rms_norm_1,16x1x1,1024x1x1,0.25,0.506,0.0,2.024,2.024,2.048,2.112,2.112,6
Elementwise and metadata,triton_poi_fused_7,8x1x1,256x1x1,0.25,0.41200000000000003,0.0,1.6480000000000001,1.6480000000000001,1.664,1.728,1.728,1
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_5,256x1x1,256x1x1,0.25,0.4119375,0.0,1.64775,1.64775,1.536,2.016,2.016,24
Elementwise and metadata,triton_per_fused__to_copy_native_layer_norm_slice_6,4x1x1,64x1x1,0.25,0.388,0.0,1.552,1.552,1.568,1.632,1.632,0
Elementwise and metadata,triton_poi_fused_add_bitwise_and_bitwise_not_bitwise_or_embedding_ge_lt_masked_fill_mul_sub_unsqueeze_0,48x1x1,256x1x1,0.25,0.388,0.0,1.552,1.552,1.6,1.6,1.6,5
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_9,512x1x1,32x1x1,0.25,0.3879375,0.0,1.55175,1.55175,1.568,1.568,1.568,6
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_9,256x1x1,256x1x1,0.25,0.374,0.0,1.496,1.496,1.504,1.504,1.504,24
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_9,512x1x1,128x1x1,0.25,0.372,0.0,1.488,1.488,1.504,1.504,1.504,24
Elementwise and metadata,triton_poi_fused_add_bitwise_and_bitwise_not_bitwise_or_embedding_ge_lt_masked_fill_mul_sub_unsqueeze_0,192x1x1,256x1x1,0.25,0.372,0.0,1.488,1.488,1.536,1.632,1.632,18
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_5,256x1x1,64x1x1,0.25,0.37,0.0,1.48,1.48,1.472,1.664,1.664,6
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_7,256x1x1,128x1x1,0.25,0.366,0.0,1.464,1.464,1.472,1.504,1.504,12
Elementwise and metadata,triton_poi_fused_4,16x1x1,64x1x1,0.25,0.366,0.0,1.464,1.464,1.472,1.504,1.504,0
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_9,256x1x1,128x1x1,0.25,0.36,0.0,1.44,1.44,1.44,1.472,1.472,12
Elementwise and metadata,triton_per_fused__to_copy_native_layer_norm_slice_3,8x1x1,32x1x1,0.25,0.36,0.0,1.44,1.44,1.44,1.536,1.536,0
Elementwise and metadata,triton_per_fused_mm_t_2,160x1x1,128x1x1,0.25,0.358,0.0,1.432,1.432,1.44,1.44,1.44,8
Elementwise and metadata,triton_per_fused_mm_t_2,80x1x1,128x1x1,0.25,0.354,0.0,1.416,1.416,1.376,1.6,1.6,4
Elementwise and metadata,triton_per_fused_mm_t_5,40x1x1,128x1x1,0.25,0.35,0.0,1.4,1.4,1.408,1.408,1.408,2
Elementwise and metadata,triton_per_fused__to_copy_native_layer_norm_slice_6,16x1x1,32x1x1,0.25,0.32,0.0,1.28,1.28,1.28,1.28,1.28,0
Elementwise and metadata,triton_per_fused_mm_t_2,40x1x1,64x1x1,0.25,0.288,0.0,1.152,1.152,1.152,1.152,1.152,1
Elementwise and metadata,triton_per_fused_mm_t_2,80x1x1,32x1x1,0.25,0.286,0.0,1.144,1.144,1.152,1.152,1.152,1
