role,kernel,grid,block,calls_per_step,time_us_per_step,rank_min_us,rank_max_us,mean_call_us,p50_call_us,p90_call_us,p99_call_us,launch_occupancy_pct
Elementwise and metadata,triton_poi_fused_6,4x1x1,128x1x1,0.25,0.448,0.0,1.792,1.792,1.632,2.368,2.368,0
Elementwise and metadata,triton_poi_fused_add_bitwise_and_bitwise_not_bitwise_or_embedding_ge_lt_masked_fill_mul_sub_unsqueeze_0,384x1x1,32x1x1,0.25,0.446,0.0,1.784,1.784,1.792,1.952,1.952,5
Elementwise and metadata,triton_per_fused__to_copy_native_layer_norm_slice_6,1x1x1,64x1x1,0.25,0.4419375,0.0,1.76775,1.76775,1.728,1.919,1.919,0
Elementwise and metadata,triton_poi_fused_0,384x1x1,256x1x1,0.25,0.44,0.0,1.76,1.76,1.824,1.824,1.824,36
Elementwise and metadata,triton_poi_fused_7,4x1x1,64x1x1,0.25,0.438,0.0,1.752,1.752,1.792,1.792,1.792,0
Elementwise and metadata,triton_per_fused__to_copy_native_layer_norm_slice_3,1x1x1,64x1x1,0.25,0.434,0.0,1.736,1.736,1.76,1.824,1.824,0
Elementwise and metadata,triton_per_fused__to_copy_native_layer_norm_slice_6,2x1x1,128x1x1,0.25,0.38193750000000004,0.0,1.5277500000000002,1.5277500000000002,1.536,1.6,1.6,0
Elementwise and metadata,triton_poi_fused_add_bitwise_and_bitwise_not_bitwise_or_embedding_ge_lt_masked_fill_mul_sub_unsqueeze_0,24x1x1,128x1x1,0.25,0.38,0.0,1.52,1.52,1.472,1.792,1.792,1
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_9,512x1x1,64x1x1,0.25,0.376,0.0,1.504,1.504,1.504,1.536,1.536,12
Elementwise and metadata,triton_poi_fused_add_mul_1,192x1x1,64x1x1,0.25,0.36993750000000003,0.0,1.4797500000000001,1.4797500000000001,1.504,1.568,1.568,5
Elementwise and metadata,triton_poi_fused_7,16x1x1,128x1x1,0.25,0.366,0.0,1.464,1.464,1.472,1.504,1.504,1
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_8,256x1x1,64x1x1,0.25,0.36,0.0,1.44,1.44,1.44,1.44,1.44,6
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_7,128x1x1,256x1x1,0.25,0.3599375,0.0,1.43975,1.43975,1.44,1.472,1.472,12
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_6,64x1x1,512x1x1,0.25,0.356,0.0,1.424,1.424,1.376,1.632,1.632,12
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_5,256x1x1,128x1x1,0.25,0.352,0.0,1.408,1.408,1.408,1.408,1.408,12
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_6,256x1x1,128x1x1,0.25,0.34199999999999997,0.0,1.3679999999999999,1.3679999999999999,1.376,1.376,1.376,12
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_9,256x1x1,128x1x1,0.25,0.33999999999999997,0.0,1.3599999999999999,1.3599999999999999,1.376,1.376,1.376,12
Elementwise and metadata,triton_per_fused_mm_t_2,20x1x1,128x1x1,0.25,0.33,0.0,1.32,1.32,1.312,1.408,1.408,1
Elementwise and metadata,triton_per_fused_mm_t_2,80x1x1,32x1x1,0.25,0.30193749999999997,0.0,1.2077499999999999,1.2077499999999999,1.216,1.216,1.216,1
