rank_layer_load_rank,layer,route_count,layer_route_share,load_vs_balanced,hottest_expert,hottest_expert_rank_share,effective_local_experts,local_gini,top_8_local_route_share,local_experts_for_50pct,local_experts_for_80pct
41,74,498964,0.23665707954528206,0.9466283181811282,2,0.20253765802743284,27.163419637243397,0.578639754070434,0.5374776536984632,6,27
42,19,495376,0.2349553022599299,0.9398212090397196,3,0.21676262071638513,33.93371485621287,0.5275941910790996,0.4896078938018798,9,30
43,28,486999,0.23098211710959674,0.9239284684383869,1,0.2063371793371239,28.12236195667549,0.5428764034936417,0.5183850480185791,7,30
44,60,485590,0.23031383277429537,0.9212553310971815,4,0.2238060915587224,24.162368449518187,0.6289063947980806,0.5969377458349636,5,24
45,51,482565,0.22887908464492238,0.9155163385796895,0,0.2005532933387212,24.55862690207488,0.6370625265508274,0.6018940453617647,4,24
46,70,476302,0.2259085631459924,0.9036342525839696,2,0.21053029380519084,24.89466520824065,0.6096215610054125,0.5761827579980769,5,26
47,33,473406,0.22453499931701246,0.8981399972680498,3,0.21501417388034794,26.106238728388025,0.5715840367464713,0.543282087679497,6,29
48,14,464149,0.2201444328926799,0.8805777315707196,0,0.20827579074822955,40.26314099020495,0.3982061458173991,0.3867680421588757,15,38
49,30,460217,0.21827949747294612,0.8731179898917845,7,0.2346805963273847,35.22222695154423,0.48164795764823976,0.42062548754174656,12,32
50,49,458797,0.21760599587171978,0.8704239834868791,4,0.20737493924328188,31.66938944949385,0.5725406947408114,0.5125556618722441,8,27
51,29,457377,0.2169324942704934,0.8677299770819736,1,0.2328516737833341,34.98991503361893,0.4897565014747134,0.44937327412615846,11,32
52,36,452450,0.21459563343299892,0.8583825337319957,3,0.25040999005414966,34.00498238936724,0.4799143551773677,0.4294043540722732,12,33
53,56,449468,0.2131812800704236,0.8527251202816944,0,0.21757722463000703,33.218666735773255,0.5434973958101579,0.49104274386608165,9,29
54,16,443737,0.21046308452350235,0.8418523380940094,3,0.22626691035455687,37.32411203520943,0.4493619320115294,0.4154375226767207,13,34
55,39,442698,0.20997029004204168,0.8398811601681667,5,0.22539067264817098,33.59255792316223,0.5188299924553532,0.4816895490831221,9,31
56,62,438637,0.2080441703219148,0.8321766812876592,2,0.21551533500365908,32.42965490978125,0.5635253709217416,0.49255762737753545,9,27
57,11,434253,0.20596485270235404,0.8238594108094162,4,0.22479752586625767,39.16388349910705,0.3955624299083713,0.3862218568438214,15,38
58,41,433644,0.20567600588887033,0.8227040235554813,3,0.23163931704347346,32.81080406723326,0.533822242438498,0.4732660892344873,10,30
59,58,429942,0.20392015875665914,0.8156806350266366,6,0.22654451065492553,29.672652008952277,0.591158589414386,0.54398035083802,7,27
60,25,429258,0.20359573967550504,0.8143829587020202,0,0.24508104682964557,36.042748074927665,0.4409610595492688,0.4013320660302196,14,35
61,61,425724,0.20191957442287553,0.8076782976915021,2,0.22239291183959561,33.43167076144967,0.5394530112232339,0.47076979451475603,10,29
62,67,419026,0.19874273377145718,0.7949709350858287,4,0.31251282736632097,27.401135026207047,0.552388977652938,0.4941125371695313,9,28
63,52,418193,0.19834764445186456,0.7933905778074583,0,0.23415504324558278,33.069244376633876,0.5255011217906564,0.4646682273495731,10,30
64,3,418016,0.1982636939001624,0.7930547756006496,2,0.23762487560284773,39.16012960301577,0.34821416823757945,0.3651558792007961,17,41
65,68,410624,0.19475769119856726,0.779030764794269,3,0.23795491739401498,31.796987993181578,0.5437615220980752,0.4984633143703242,9,29
66,77,401878,0.1906094904912957,0.7624379619651828,3,0.28021439342287957,30.320233007351092,0.5258246128178203,0.4889692891872658,9,31
67,71,396844,0.1882218798852581,0.7528875195410324,7,0.2524165667113526,30.27773770239552,0.5658352998911411,0.5144263236939453,8,27
68,17,393645,0.18670460409488973,0.7468184163795589,3,0.2557278766401199,34.36761075166416,0.46513899738342923,0.4349883778531418,12,34
69,57,364750,0.17299979510373822,0.6919991804149529,54,0.1102289239204935,41.263425894430235,0.4940604866346814,0.4304948594928033,11,30
70,38,359850,0.17067574028260507,0.6827029611304203,2,0.27198554953452825,30.864131445563682,0.524576907044602,0.47084062803946086,10,30
71,9,336510,0.1596056505835749,0.6384226023342996,213,0.04458708507919527,60.00587794065969,0.1898453983536894,0.21987162342872427,24,45
72,46,331628,0.15729013310668266,0.6291605324267306,12,0.0595938823018563,48.78867458611499,0.4026964136019877,0.32282859107192396,15,34
73,75,331091,0.15703543567016254,0.6281417426806502,191,0.06944314402988906,51.67487433985431,0.3546847298023805,0.2916146920333081,18,37
74,23,324505,0.1539117162717987,0.6156468650871948,201,0.032202893638002494,56.27305105897091,0.28041512264834134,0.23132155128580453,20,40
75,48,317441,0.15056128295414878,0.6022451318165951,208,0.05469047791558116,50.59234074513738,0.378122282959668,0.287089569400298,17,34
