2026/07/26 21:54:16.107, 0, 97871, 90028, 7253, 0
2026/07/26 21:54:16.113, 1, 97871, 90040, 7241, 0
2026/07/26 21:54:16.115, 2, 97871, 90024, 7257, 0
2026/07/26 21:54:16.117, 3, 97871, 90039, 7241, 0
2026/07/26 21:54:18.118, 0, 97871, 90028, 7253, 0
2026/07/26 21:54:18.119, 1, 97871, 90040, 7241, 0
2026/07/26 21:54:18.119, 2, 97871, 90024, 7257, 0
2026/07/26 21:54:18.119, 3, 97871, 90039, 7241, 0
2026/07/26 21:54:20.119, 0, 97871, 90028, 7253, 0
2026/07/26 21:54:20.119, 1, 97871, 90040, 7241, 0
2026/07/26 21:54:20.119, 2, 97871, 90024, 7257, 0
2026/07/26 21:54:20.119, 3, 97871, 90039, 7241, 0
2026/07/26 21:54:22.120, 0, 97871, 90028, 7253, 0
2026/07/26 21:54:22.120, 1, 97871, 90040, 7241, 0
2026/07/26 21:54:22.120, 2, 97871, 90024, 7257, 0
2026/07/26 21:54:22.120, 3, 97871, 90039, 7241, 0
2026/07/26 21:54:24.120, 0, 97871, 90028, 7253, 0
2026/07/26 21:54:24.120, 1, 97871, 90040, 7241, 0
2026/07/26 21:54:24.120, 2, 97871, 90024, 7257, 0
2026/07/26 21:54:24.120, 3, 97871, 90039, 7241, 0
2026/07/26 21:54:26.121, 0, 97871, 90028, 7253, 0
2026/07/26 21:54:26.121, 1, 97871, 90040, 7241, 0
2026/07/26 21:54:26.121, 2, 97871, 90024, 7257, 0
2026/07/26 21:54:26.121, 3, 97871, 90039, 7241, 0
2026/07/26 21:54:28.121, 0, 97871, 90028, 7253, 0
2026/07/26 21:54:28.121, 1, 97871, 90040, 7241, 0
2026/07/26 21:54:28.121, 2, 97871, 90024, 7257, 0
2026/07/26 21:54:28.121, 3, 97871, 90039, 7241, 0
2026/07/26 21:54:30.122, 0, 97871, 90028, 7253, 0
2026/07/26 21:54:30.122, 1, 97871, 90040, 7241, 0
2026/07/26 21:54:30.122, 2, 97871, 90024, 7257, 0
2026/07/26 21:54:30.122, 3, 97871, 90039, 7241, 0
2026/07/26 21:54:32.122, 0, 97871, 90028, 7253, 0
