rank_layer_load_rank,layer,route_count,layer_route_share,load_vs_balanced,hottest_expert,hottest_expert_rank_share,effective_local_experts,local_gini,top_8_local_route_share,local_experts_for_50pct,local_experts_for_80pct
34,15,536794,0.25459973135823455,1.0183989254329382,7,0.19049765831957882,30.10865821171526,0.5259930951165623,0.5152647011702813,8,32
35,69,535377,0.25392765264771505,1.0157106105908602,3,0.1812703945070483,27.768874398802676,0.6112461113850614,0.5544167941469282,6,24
36,9,533121,0.2528576388361892,1.011430555344757,1,0.18930786819502515,32.47936016722928,0.45485906928258313,0.47149146253852314,10,37
37,71,530557,0.2516415415787636,1.0065661663150545,0,0.19667066875001177,27.560267034776082,0.5835669223570701,0.5601075850474124,6,28
38,35,527023,0.24996537632613414,0.9998615053045365,0,0.18575090650692663,27.108276680503906,0.6047657372164024,0.5721913464877244,6,26
39,51,525840,0.24940428309074628,0.9976171323629851,1,0.1943005476951164,27.284352374925696,0.6065984306062682,0.5412711090826107,7,25
40,45,525647,0.24931274378860777,0.9972509751544311,0,0.18765445251280802,33.84034995992043,0.5556359888385172,0.5038114932644912,8,28
41,64,523214,0.2481587794253798,0.9926351177015192,6,0.19418440638056322,23.967500516752047,0.660287843501894,0.6214741960268648,4,21
42,10,520657,0.24694600224627014,0.9877840089850806,7,0.18935690867500102,31.921791840311506,0.46750412819764264,0.4803450256118712,10,36
43,70,497192,0.23581662543445597,0.9432665017378239,1,0.19326537836489727,34.70134076577128,0.5431142546541377,0.4711278540282225,9,28
44,29,495548,0.23503688132712067,0.9401475253084827,7,0.19657833348131765,27.631822122328085,0.5705101347397226,0.5341722698911104,7,28
45,30,493306,0.2339735076722267,0.9358940306889068,4,0.20329369600207578,27.36415927419903,0.5667066942222474,0.5389393196109514,6,29
46,19,490245,0.23252168485437189,0.9300867394174875,7,0.20543401768503503,27.485815060437446,0.5557228719823761,0.5440973390855592,6,30
47,59,488676,0.231777513014707,0.927110052058828,7,0.1959805679018409,23.92346606555792,0.6629530609238024,0.6165393839681097,5,21
48,57,476856,0.2261713236298511,0.9046852945194044,3,0.20338215310282348,25.921160284733293,0.6094306378655192,0.5605277064774272,6,25
49,16,469400,0.22263496592651055,0.8905398637060422,7,0.21104814657008947,27.050428744121138,0.5379815988495953,0.5243779292714104,7,32
50,65,455972,0.21626610712280117,0.8650644284912047,4,0.21645188739659452,33.83206554282092,0.5336868272613231,0.4773911555972735,9,29
51,73,455301,0.2159478539013766,0.8637914156055064,6,0.2143812554771459,36.50624878102546,0.4812384760301427,0.430976430976431,12,32
52,36,454460,0.2155489702065658,0.8621958808262632,7,0.21966729745192096,36.99142053643983,0.46205730427320346,0.40076794437354224,13,33
53,47,453931,0.21529806714526387,0.8611922685810555,3,0.2240296432717748,34.7697186658843,0.5114554511038021,0.44042817080128915,11,30
54,11,448501,0.2127226349659265,0.850890539863706,2,0.22941977832825344,39.158036520592354,0.3857753731318325,0.38366692604921726,15,38
55,53,439843,0.2086161723860549,0.8344646895442196,6,0.2516352425751916,31.69610294177726,0.5403359479973535,0.4666415061737938,10,29
56,54,436697,0.20712403433150697,0.8284961373260279,3,0.23547677222421953,31.491796264301428,0.5621629885824726,0.49548771802874764,9,27
57,42,430021,0.20395762821193864,0.8158305128477545,6,0.2254541057297202,33.63399413605852,0.5304098884124264,0.46499822101711313,10,29
58,28,423212,0.20072814060436808,0.8029125624174723,5,0.2399530259066378,35.73706574779838,0.4575816907365575,0.41980142340009263,13,34
59,63,419193,0.19882194135413664,0.7952877654165466,7,0.23374436118923742,32.98445312761844,0.5333697351220081,0.463679021357704,10,29
60,58,416297,0.1974483775251567,0.7897935101006268,2,0.2265762184209831,33.67496520951318,0.5252011709788924,0.4629483277563855,10,30
61,31,412629,0.19570865648762276,0.782834625950491,1,0.2540853890540897,33.2911119809986,0.49550894235499676,0.42723851207743513,12,31
62,62,406181,0.19265039006177243,0.7706015602470897,4,0.24710904744436593,31.283124321882926,0.5475211097392543,0.5031254539232509,8,29
63,5,401932,0.19063510252401838,0.7625404100960735,6,0.24615357821721087,38.2678293584957,0.36017962926564695,0.3734761103868316,17,40
64,66,396975,0.18828401277945572,0.7531360511178229,5,0.2684753447950123,29.97423301493021,0.5532416635178539,0.4918344983941054,9,29
65,74,392486,0.18615489398515642,0.7446195759406257,6,0.24319593565120795,33.96693521348939,0.5004232635049404,0.44289223055089866,11,31
66,44,391389,0.18563459028336393,0.7425383611334557,6,0.2499738112210614,31.44584725298055,0.5485730389075829,0.4733193830179183,10,28
67,27,389210,0.1846010973333131,0.7384043893332524,34,0.06131137432234526,53.58604376317378,0.3248759506436114,0.27478225122684413,19,38
68,55,383164,0.18173349826217616,0.7269339930487047,5,0.260321950913969,28.07290421215846,0.6021436806432754,0.5280323830004907,7,25
69,12,374207,0.1774852209085252,0.7099408836341008,207,0.06576573928333783,52.58289586103311,0.3295566107127874,0.3043743168887808,18,39
70,46,369691,0.17534329609786453,0.7013731843914581,4,0.2738259789932673,30.550472032795728,0.5296950274012622,0.4648720147366314,10,30
71,20,348683,0.16537926677493284,0.6615170670997313,49,0.11255495679456698,45.97343026306518,0.4245553536450013,0.34882687139894974,15,33
72,75,340990,0.1617305007057538,0.6469220028230152,225,0.05866740960145459,52.26820604220311,0.3533116806944485,0.29589724038828114,18,36
73,18,331923,0.1574300506928529,0.6297202027714116,96,0.05308761369353736,49.87126198011603,0.38733150271297867,0.3125273030190737,16,35
74,76,319042,0.15132063229468637,0.6052825291787455,230,0.050388350123181276,53.18530267058941,0.3336011598786366,0.2833075269086829,18,38
75,8,312846,0.1483818886882086,0.5935275547528344,248,0.024625534608081933,60.59005956996126,0.18078193823798294,0.19082551798648534,25,44
