-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------
                 nvjet_sm90_tst_64x8_64x16_2x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us       2.485ms         1.02%       2.485ms       3.835us           648
kernel_cutlass_kernel_vllmmodel_executorkernelslinea...         0.00%       0.000us         0.00%       0.000us       0.000us       2.189ms         0.90%       2.189ms       3.648us           600
                      triton_poi_fused_mul_silu_slice_0         0.00%       0.000us         0.00%       0.000us       0.000us       2.117ms         0.87%       2.117ms       3.393us           624
triton_red_fused_fused_add_rms_norm_moe_forward_shar...         0.00%       0.000us         0.00%       0.000us       0.000us       1.957ms         0.80%       1.957ms       3.136us           624
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       1.626ms         0.67%       1.626ms       2.540us           640
void vllm::moe::count_and_sort_expert_tokens_kernel<...         0.00%       0.000us         0.00%       0.000us       0.000us       1.622ms         0.67%       1.622ms       1.352us          1200
      triton_red_fused_fused_add_rms_norm_marlin_gemm_2         0.00%       0.000us         0.00%       0.000us       0.000us       1.617ms         0.66%       1.617ms       3.546us           456
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us       1.511ms         0.62%       1.511ms       0.890us          1699
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.409ms         0.58%       1.409ms       0.968us          1456
void vllm::concat_and_cache_ds_mla_kernel<__nv_bfloa...         0.00%       0.000us         0.00%       0.000us       0.000us       1.276ms         0.52%       1.276ms       1.968us           648
                                          memcpy32_post         0.00%       0.000us         0.00%       0.000us       0.000us       1.274ms         0.52%       1.274ms       1.041us          1224
void deep_gemm::fp8_gemm_kernel_swapAB<4096u, 6144u,...         0.00%       0.000us         0.00%       0.000us       0.000us       1.262ms         0.52%       1.262ms      52.572us            24
                                triton_tem_fused_mm_t_7         0.00%       0.000us         0.00%       0.000us       0.000us       1.200ms         0.49%       1.200ms       7.500us           160
                                triton_tem_fused_mm_t_3         0.00%       0.000us         0.00%       0.000us       0.000us       1.191ms         0.49%       1.191ms      49.608us            24
void vllm::ConcatMLAQKernel<c10::BFloat16, 512>(c10:...         0.00%       0.000us         0.00%       0.000us       0.000us       1.184ms         0.49%       1.184ms       1.828us           648
              _convert_req_index_to_global_index_kernel         0.00%       0.000us         0.00%       0.000us       0.000us       1.109ms         0.46%       1.109ms       1.711us           648
                         _flashmla_C::sparse_decode_fwd         0.63%       1.348ms         1.58%       3.388ms     141.154us       1.039ms         0.43%       1.039ms      43.274us            24
                                     triton_red_fused_4         0.00%       0.000us         0.00%       0.000us       0.000us       1.027ms         0.42%       1.027ms       2.251us           456
                                            aten::copy_         2.53%       5.426ms         5.45%      11.709ms      17.220us     853.272us         0.35%     853.272us       1.255us           680
                             triton_poi_fused_add_mul_1         0.00%       0.000us         0.00%       0.000us       0.000us     759.159us         0.31%     759.159us       1.217us           624
void deep_gemm::fp8_gemm_kernel_swapAB<6144u, 2048u,...         0.00%       0.000us         0.00%       0.000us       0.000us     703.057us         0.29%     703.057us      29.294us            24
void at::native::vectorized_elementwise_kernel<8, at...         0.00%       0.000us         0.00%       0.000us       0.000us     681.532us         0.28%     681.532us       1.136us           600
void at::native::vectorized_elementwise_kernel<8, at...         0.00%       0.000us         0.00%       0.000us       0.000us     658.387us         0.27%     658.387us       1.016us           648
triton_poi_fused_add_copy_index_select_mul_slice_spl...         0.00%       0.000us         0.00%       0.000us       0.000us     657.720us         0.27%     657.720us       1.442us           456
                              vllm::sparse_attn_indexer         2.48%       5.330ms         4.26%       9.158ms     381.581us     622.163us         0.26%       1.306ms      54.415us            24
                                   _C::cooperative_topk         0.13%     270.266us         0.30%     651.537us      27.147us     621.336us         0.26%     621.336us      25.889us            24
                 nvjet_sm90_tss_64x8_64x16_4x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     616.983us         0.25%     616.983us       3.353us           184
                                     triton_red_fused_6         0.00%       0.000us         0.00%       0.000us       0.000us     616.909us         0.25%     616.909us       3.856us           160
                  triton_red_fused_fused_add_rms_norm_2         0.00%       0.000us         0.00%       0.000us       0.000us     586.520us         0.24%     586.520us       3.491us           168
smxx::decode::get_mla_metadata_kernel(GetDecodeSched...         0.00%       0.000us         0.00%       0.000us       0.000us     533.015us         0.22%     533.015us      16.657us            32
                                     triton_poi_fused_3         0.00%       0.000us         0.00%       0.000us       0.000us     516.984us         0.21%     516.984us       1.134us           456
                     _fused_indexer_q_rope_quant_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     427.704us         0.18%     427.704us       2.228us           192
                                       vllm::all_gather         1.36%       2.928ms         2.38%       5.110ms     159.681us     410.778us         0.17%     437.082us      13.659us            32
ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us     410.778us         0.17%     410.778us      12.837us            32
     triton_red_fused_add_fused_add_rms_norm_rms_norm_2         0.00%       0.000us         0.00%       0.000us       0.000us     388.567us         0.16%     388.567us      16.190us            24
                                           aten::argmax         0.53%       1.150ms         0.89%       1.910ms      47.751us     375.673us         0.15%     375.673us       9.392us            40
void vllm::indexer_k_quant_and_cache_kernel<__nv_bfl...         0.00%       0.000us         0.00%       0.000us       0.000us     363.481us         0.15%     363.481us       1.893us           192
                         Memcpy HtoD (Pinned -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     332.604us         0.14%     332.604us       1.732us           192
void tensorrt_llm::kernels::fp8_blockscale_gemm::sca...         0.00%       0.000us         0.00%       0.000us       0.000us     273.530us         0.11%     273.530us       1.900us           144
void deep_gemm::fp8_gemm_kernel_swapAB<4096u, 2048u,...         0.00%       0.000us         0.00%       0.000us       0.000us     264.156us         0.11%     264.156us       5.503us            48
void deep_gemm::fp8_gemm_kernel_swapAB<6144u, 4096u,...         0.00%       0.000us         0.00%       0.000us       0.000us     251.484us         0.10%     251.484us      10.479us            24
void deep_gemm::fp8_gemm_kernel_swapAB<2624u, 6144u,...         0.00%       0.000us         0.00%       0.000us       0.000us     249.628us         0.10%     249.628us      10.401us            24
void deep_gemm::fp8_gemm_kernel_swapAB<1024u, 6144u,...         0.00%       0.000us         0.00%       0.000us       0.000us     238.653us         0.10%     238.653us       9.944us            24
    triton_per_fused__to_copy_native_layer_norm_slice_4         0.00%       0.000us         0.00%       0.000us       0.000us     238.108us         0.10%     238.108us       1.488us           160
triton_poi_fused_add_copy_index_select_mul_slice_spl...         0.00%       0.000us         0.00%       0.000us       0.000us     229.918us         0.09%     229.918us       1.437us           160
                                     triton_poi_fused_5         0.00%       0.000us         0.00%       0.000us       0.000us     221.470us         0.09%     221.470us       1.384us           160
                                            aten::index         1.00%       2.139ms         2.49%       5.342ms      55.648us     217.149us         0.09%     291.900us       3.041us            96
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     211.741us         0.09%     211.741us       8.823us            24
                                       Memset (Unknown)         0.00%       0.000us         0.00%       0.000us       0.000us     210.553us         0.09%     210.553us       0.888us           237
                                triton_per_fused_mm_t_3         0.00%       0.000us         0.00%       0.000us       0.000us     198.393us         0.08%     198.393us       1.240us           160
void tensorrt_llm::kernels::fp8_blockscale_gemm::sca...         0.00%       0.000us         0.00%       0.000us       0.000us     194.359us         0.08%     194.359us       4.049us            48
void smxx::decode::flash_fwd_mla_combine_kernel<cutl...         0.00%       0.000us         0.00%       0.000us       0.000us     188.542us         0.08%     188.542us      11.784us            16
                                              aten::bmm         0.71%       1.518ms         0.99%       2.127ms      44.314us     184.858us         0.08%     184.858us       3.851us            48
                                  cudaStreamIsCapturing         0.13%     287.417us         0.13%     287.417us       0.678us     167.100us         0.07%     167.100us       0.394us           424
void tensorrt_llm::kernels::cutlass_kernels::finaliz...         0.00%       0.000us         0.00%       0.000us       0.000us     164.638us         0.07%     164.638us       6.860us            24
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     154.365us         0.06%     154.365us       1.072us           144
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     132.288us         0.05%     132.288us       2.756us            48
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     129.502us         0.05%     129.502us       8.094us            16
                               cudaEventRecordWithFlags         0.12%     260.732us         0.12%     260.732us       1.811us     117.183us         0.05%     117.183us       0.814us           144
void tensorrt_llm::kernels::cutlass_kernels::fusedBu...         0.00%       0.000us         0.00%       0.000us       0.000us     107.296us         0.04%     107.296us       4.471us            24
void deep_gemm::fp8_gemm_kernel_swapAB<6144u, 512u, ...         0.00%       0.000us         0.00%       0.000us       0.000us     106.938us         0.04%     106.938us       4.456us            24
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      97.247us         0.04%      97.247us       2.026us            48
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      95.615us         0.04%      95.615us       1.328us            72
                                            aten::fill_         0.72%       1.555ms         1.43%       3.063ms      13.674us      91.225us         0.04%      91.225us       0.407us           224
void router_gemm_kernel_float_output<__nv_bfloat16, ...         0.00%       0.000us         0.00%       0.000us       0.000us      85.182us         0.04%      85.182us       3.549us            24
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      83.230us         0.03%      83.230us       3.468us            24
                            triton_red_fused_rms_norm_1         0.00%       0.000us         0.00%       0.000us       0.000us      77.887us         0.03%      77.887us       9.736us             8
void deep_gemm::sched::smxx_paged_mqa_logits_metadat...         0.00%       0.000us         0.00%       0.000us       0.000us      75.712us         0.03%      75.712us       2.366us            32
void tensorrt_llm::kernels::cutlass_kernels::expandI...         0.00%       0.000us         0.00%       0.000us       0.000us      66.719us         0.03%      66.719us       2.780us            24
triton_red_fused_eq_rms_norm_scalar_tensor_unsqueeze...         0.00%       0.000us         0.00%       0.000us       0.000us      65.311us         0.03%      65.311us       2.721us            24
                                     triton_red_fused_8         0.00%       0.000us         0.00%       0.000us       0.000us      65.182us         0.03%      65.182us       2.716us            24
       triton_red_fused_fused_add_rms_norm_machete_mm_0         0.00%       0.000us         0.00%       0.000us       0.000us      64.991us         0.03%      64.991us       2.708us            24
                         _prepare_uniform_decode_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      64.064us         0.03%      64.064us       4.004us            16
                                              aten::mul         0.27%     576.534us         0.43%     931.986us      19.416us      60.574us         0.02%      60.574us       1.262us            48
                            triton_red_fused_rms_norm_4         0.00%       0.000us         0.00%       0.000us       0.000us      60.544us         0.02%      60.544us       2.523us            24
                                             aten::mean         0.20%     431.194us         0.30%     651.160us      27.132us      58.943us         0.02%      58.943us       2.456us            24
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us      58.943us         0.02%      58.943us       2.456us            24
                                triton_tem_fused_mm_t_6         0.00%       0.000us         0.00%       0.000us       0.000us      58.590us         0.02%      58.590us       7.324us             8
                                triton_per_fused_mm_t_5         0.00%       0.000us         0.00%       0.000us       0.000us      57.408us         0.02%      57.408us       2.392us            24
void tensorrt_llm::kernels::cutlass_kernels::doActiv...         0.00%       0.000us         0.00%       0.000us       0.000us      57.280us         0.02%      57.280us       2.387us            24
                                     triton_red_fused_1         0.00%       0.000us         0.00%       0.000us       0.000us      53.693us         0.02%      53.693us       2.237us            24
                                              aten::add         0.34%     722.384us         0.55%       1.180ms      21.070us      52.575us         0.02%      52.575us       0.939us            56
                     _C_cache_ops::concat_and_cache_mla         0.16%     349.462us         0.30%     643.125us      26.797us      48.222us         0.02%      48.222us       2.009us            24
                             _C_cache_ops::concat_mla_q         0.14%     299.515us         0.27%     580.055us      24.169us      45.151us         0.02%      45.151us       1.881us            24
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------
Self CPU time total: 214.881ms
Self CUDA time total: 243.325ms
