role,kernel,grid,block,calls_per_step,time_us_per_step,rank_min_us,rank_max_us,mean_call_us,p50_call_us,p90_call_us,p99_call_us,launch_occupancy_pct
Elementwise and metadata,router_gemm_kernel_float_output,256x1x1,128x1x1,3.0,13.439875,13.2905,13.717333333333334,4.479958333333333,3.712,6.208,6.464,12
Elementwise and metadata,at::native::reduce_kernel,1x1x1,128x4x1,3.0,13.414375,13.167499999999999,13.583833333333333,4.4714583333333335,4.48,4.608,4.64,0
Elementwise and metadata,triton_red_fused_fused_add_rms_norm_2,2x1x1,128x1x1,0.75,13.076958333333334,0.0,17.567666666666668,17.435944444444445,17.439,17.727,17.92,0
Elementwise and metadata,triton_per_fused__to_copy_native_layer_norm_slice_4,8x1x1,32x1x1,9.0,12.626249999999999,0.0,25.40716666666667,1.4029166666666666,1.408,1.536,1.632,0
Elementwise and metadata,triton_per_fused_mm_t_3,160x1x1,512x1x1,8.75,12.593083333333333,0.0,26.084666666666664,1.4392095238095237,1.44,1.472,1.568,30
MTP FP8 block,tensorrt_llm::kernels::cutlass_kernels::fusedBuildExpertMapsSortFirstTokenKernel,1x1x1,32x1x1,3.0,11.898333333333333,10.1225,13.060833333333333,3.966111111111111,3.584,5.088,5.311,0
Elementwise and metadata,at::native::index_elementwise_kernel,1x1x1,128x1x1,7.0,11.409166666666666,11.013,11.727833333333335,1.6298809523809523,1.6,1.856,2.048,0
DSA full-context scan,deep_gemm::sched::smxx_paged_mqa_logits_metadata,1x1x1,32x1x1,4.0,11.12375,10.975999999999999,11.215499999999999,2.7809375,2.816,2.879,2.944,0
Elementwise and metadata,triton_red_fused_6,8x1x1,256x1x1,4.75,10.641,0.0,42.564,2.2402105263157894,2.24,2.336,2.496,1
MTP FP8 block,tensorrt_llm::kernels::cutlass_kernels::finalizeMoeRoutingKernel,16x1x1,256x1x1,1.0,9.509166666666667,8.464,10.9385,9.509166666666667,9.151,11.264,12.447,2
Elementwise and metadata,at::native::elementwise_kernel,1210x1x1,128x1x1,3.0,9.399708333333333,9.157166666666667,9.573166666666667,3.133236111111111,3.136,3.232,3.296,57
Elementwise and metadata,at::native::reduce_kernel,12x19x1,64x8x1,1.0,9.081,9.029,9.156833333333333,9.081,9.055,9.216,9.567,43
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_8,512x1x1,32x1x1,5.75,9.058666666666667,0.0,31.493333333333336,1.5754202898550724,1.536,1.696,1.856,6
Elementwise and metadata,at::native::unrolled_elementwise_kernel,48x1x1,128x1x1,3.0,8.955874999999999,8.789166666666667,9.141,2.9852916666666665,2.976,3.168,3.328,2
Elementwise and metadata,triton_red_fused_6,32x1x1,512x1x1,4.75,7.961208333333333,0.0,30.164833333333334,1.6760438596491227,1.632,1.824,2.24,6
Elementwise and metadata,at::native::vectorized_elementwise_kernel,8x1x1,128x1x1,10.0,7.8092500000000005,7.717333333333333,7.9465,0.780925,0.736,0.928,0.928,0
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_8,512x1x1,64x1x1,5.25,7.793208333333333,0.0,29.828833333333332,1.4844206349206348,1.472,1.6,1.632,12
Elementwise and metadata,triton_tem_fused_mm_t_6,128x1x1,64x1x1,1.0,7.786375,7.6475,7.930666666666667,7.786375,7.84,8.063,8.352,3
MLA/DSA BF16 GEMMs,nvjet_sm90_tst_64x8_64x16_4x1_v_bz_NNT,4x16x1,384x1x1,2.0,7.774416666666666,7.711666666666666,7.876833333333333,3.887208333333333,3.872,4.031,4.287,0
Elementwise and metadata,at::native::elementwise_kernel,1x1x1,128x1x1,6.0,7.734500000000001,7.6000000000000005,7.9944999999999995,1.2890833333333334,1.312,1.536,1.728,0
MLA/DSA BF16 GEMMs,nvjet_sm90_tst_64x8_64x16_2x1_v_bz_TNT,2x64x1,384x1x1,2.0,7.578416666666667,7.471666666666667,7.626333333333332,3.7892083333333333,3.776,3.872,3.968,0
Elementwise and metadata,at::native::elementwise_kernel,48x1x1,128x1x1,3.0,7.339958333333334,7.152,7.4879999999999995,2.4466527777777776,2.464,2.528,2.592,2
Elementwise and metadata,at::native::elementwise_kernel,4840x1x1,128x1x1,1.0,7.281291666666667,7.215833333333333,7.466666666666668,7.281291666666667,7.232,7.424,7.712,100
Elementwise and metadata,triton_per_fused_mm_t_3,20x1x1,128x1x1,4.25,7.246583333333334,0.0,28.986333333333334,1.7050784313725489,1.696,1.76,1.888,1
Elementwise and metadata,triton_per_fused__to_copy_native_layer_norm_slice_4,8x1x1,64x1x1,5.0,7.2225,0.0,28.89,1.4445,1.44,1.568,1.696,0
Elementwise and metadata,at::native::,1x1x1,1x1x1,2.0,7.0865,6.927666666666667,7.253333333333334,3.54325,3.52,3.744,3.808,0
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_8,256x1x1,128x1x1,4.75,6.838416666666666,0.0,27.353666666666665,1.4396666666666667,1.44,1.504,1.631,12
MLA/DSA BF16 GEMMs,nvjet_sm90_tss_64x8_64x16_4x1_v_bz_TNT,4x16x1,384x1x1,2.0,6.822625,6.672,6.9544999999999995,3.4113124999999997,3.392,3.52,3.776,0
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_8,128x1x1,128x1x1,4.25,6.693291666666667,0.0,26.77316666666667,1.5748921568627452,1.536,1.696,1.792,6
Elementwise and metadata,triton_per_fused__to_copy_native_layer_norm_slice_4,4x1x1,64x1x1,4.75,6.643958333333334,0.0,26.575833333333335,1.3987280701754385,1.376,1.536,1.631,0
Elementwise and metadata,at::native::vectorized_elementwise_kernel,24x1x1,128x1x1,6.0,6.403875,6.293333333333333,6.5008333333333335,1.0673125,1.056,1.184,1.248,1
Elementwise and metadata,at::native::unrolled_elementwise_kernel,1210x1x1,128x1x1,2.0,6.3918333333333335,6.3625,6.415833333333333,3.1959166666666667,3.295,3.36,3.392,57
Elementwise and metadata,at::native::unrolled_elementwise_kernel,3630x1x1,128x1x1,1.0,5.858499999999999,5.754666666666666,6.042333333333333,5.8585,5.792,6.08,6.272,100
Elementwise and metadata,triton_red_fused_fused_add_rms_norm_machete_mm_0,16x1x1,512x1x1,1.75,5.685208333333334,0.0,9.973166666666666,3.2486904761904762,3.2,3.616,3.808,3
MTP FP8 block,tensorrt_llm::kernels::cutlass_kernels::expandInputRowsKernel,32x1x1,256x1x1,2.0,5.61325,5.4879999999999995,5.690666666666666,2.806625,2.816,3.104,3.36,3
Elementwise and metadata,at::native::elementwise_kernel,288x1x1,128x1x1,2.0,5.523875,5.397333333333333,5.695833333333333,2.7619375,2.752,2.88,2.944,14
Elementwise and metadata,triton_per_fused_mm_t_3,80x1x1,32x1x1,4.5,5.489249999999999,0.0,21.956999999999997,1.2198333333333333,1.216,1.28,1.376,1
Elementwise and metadata,at::native::elementwise_kernel,96x1x1,128x1x1,3.0,5.3092500000000005,5.093,5.482666666666667,1.76975,1.792,1.824,1.984,5
Elementwise and metadata,triton_poi_fused_add_mul_1,48x1x1,256x1x1,4.25,5.059625,0.0,20.2385,1.1905,1.184,1.248,1.376,5
MTP FP8 block,tensorrt_llm::kernels::cutlass_kernels::doActivationKernel,32x1x1,256x1x1,2.0,4.901208333333333,4.629333333333333,5.2955,2.4506041666666665,2.496,2.783,3.072,3
Elementwise and metadata,at::native::elementwise_kernel,64x1x1,128x1x1,2.0,4.321291666666667,4.282666666666667,4.373333333333334,2.1606458333333336,2.176,2.176,2.208,3
DCP/index metadata,_convert_req_index_to_global_index_kernel,4x16x1,128x1x1,2.0,4.171875,4.1066666666666665,4.256,2.0859375,2.08,2.176,2.271,3
Elementwise and metadata,triton_red_fused_5,4x1x1,128x1x1,0.75,4.169291666666666,0.0,5.653333333333333,5.559055555555555,5.504,5.824,5.824,0
Explicit copies,Memcpy DtoH ,,,2.0,4.053166666666667,3.488,4.554333333333333,2.0265833333333334,1.92,2.944,3.199,
Elementwise and metadata,_prepare_uniform_decode_kernel,16x1x1,128x1x1,2.0,3.9771666666666667,3.8876666666666666,4.095833333333333,1.9885833333333334,1.92,2.496,2.88,1
Elementwise and metadata,triton_red_fused_8,2x1x1,128x1x1,1.0,3.8612916666666663,0.0,8.229166666666666,3.861291666666667,3.84,4.256,4.863,0
Elementwise and metadata,triton_red_fused_add_fused_add_rms_norm_rms_norm_2,16x1x1,512x1x1,1.0,3.7877916666666667,3.4343333333333335,4.127666666666666,3.7877916666666667,3.871,4.352,4.512,3
Attention/index support,vllm::indexer_k_quant_and_cache_kernel,4x1x1,32x4x1,2.0,3.7453333333333334,3.642666666666667,3.909333333333333,1.8726666666666667,1.888,1.984,2.08,0
Attention/index support,vllm::concat_and_cache_ds_mla_kernel,4x1x1,96x1x1,2.0,3.662625,3.536,3.792,1.8313125,1.824,2.048,2.24,0
Elementwise and metadata,triton_red_fused_fused_add_rms_norm_moe_forward_shared_0,2x1x1,128x1x1,0.5,3.593208333333333,0.0,14.372833333333332,7.186416666666666,6.976,7.84,8.479,0
Elementwise and metadata,at::native::_scatter_gather_elementwise_kernel,1x1x1,128x1x1,2.0,3.4758750000000003,3.3493333333333335,3.5945,1.7379375,1.759,1.888,1.984,0
Attention/index support,_fused_indexer_q_rope_quant_kernel,4x32x1,32x1x1,2.0,3.423916666666667,3.3226666666666667,3.573166666666667,1.7119583333333332,1.696,1.792,1.824,2
Elementwise and metadata,triton_poi_fused_mul_silu_slice_0,4x1x1,256x1x1,2.0,3.375958333333333,2.9333333333333336,4.101166666666667,1.6879791666666666,1.535,2.176,2.368,0
Elementwise and metadata,triton_poi_fused_0,192x1x1,128x1x1,1.75,3.361291666666667,0.0,5.7545,1.9207380952380952,1.856,2.304,2.4,9
DCP LSE correction,_correct_attn_cp_out_kernel,4x64x1,128x1x1,2.0,3.2573333333333334,3.1893333333333334,3.344,1.6286666666666667,1.632,1.664,1.792,12
DCP/index metadata,_pack_dcp_topk_candidates_triton_kernel,4x4x1,256x1x1,2.0,3.1466250000000002,2.9760000000000004,3.3013333333333335,1.5733125,1.568,1.696,1.792,2
MLA/DSA BF16 GEMMs,nvjet_sm90_tss_64x8_64x16_1x2_h_bz_TNT,2x48x1,384x1x1,0.75,2.979916666666667,0.0,7.930666666666667,3.973222222222222,3.936,4.32,4.384,0
Elementwise and metadata,triton_red_fused_eq_rms_norm_scalar_tensor_unsqueeze_where_2,2x1x1,512x1x1,1.0,2.9359583333333337,0.0,6.421166666666667,2.9359583333333332,2.944,3.36,3.456,0
Elementwise and metadata,triton_per_fused_mm_t_3,20x1x1,256x1x1,1.25,2.9266666666666667,2.2613333333333334,4.832,2.341333333333333,2.336,2.464,2.528,2
MTP FP8 block,tensorrt_llm::kernels::cutlass_kernels::expandInputRowsKernel,128x1x1,256x1x1,1.0,2.9252916666666664,2.885333333333333,2.9653333333333336,2.9252916666666664,2.912,3.072,3.104,12
Elementwise and metadata,eagle_step_slot_mapping_metadata_kernel,4x1x1,128x1x1,2.0,2.905333333333333,2.7626666666666666,2.986666666666667,1.4526666666666666,1.44,1.6,1.696,0
MTP FP8 block,tensorrt_llm::kernels::cutlass_kernels::doActivationKernel,128x1x1,256x1x1,1.0,2.8800000000000003,2.7946666666666666,2.9760000000000004,2.88,2.816,3.072,3.552,12
Elementwise and metadata,triton_red_fused_fused_add_rms_norm_moe_forward_shared_0,8x1x1,512x1x1,0.5,2.80125,0.0,6.4265,5.6025,6.208,6.656,6.719,2
