role,kernel,grid,block,calls_per_step,time_us_per_step,rank_min_us,rank_max_us,mean_call_us,p50_call_us,p90_call_us,p99_call_us,launch_occupancy_pct
Elementwise and metadata,triton_red_fused_fused_add_rms_norm_moe_forward_shared_0,4x1x1,512x1x1,1.0,2.7960000000000003,0.0,5.936,2.7960000000000003,2.752,3.2,3.232,1
Elementwise and metadata,triton_red_fused_6,4x1x1,128x1x1,0.5,2.7745416666666665,0.0,11.098166666666666,5.549083333333333,5.504,5.792,5.888,0
Elementwise and metadata,at::native::vectorized_gather_kernel,12x76x1,256x1x1,1.0,2.7026666666666666,2.5973333333333333,2.8480000000000003,2.7026666666666666,2.72,2.816,3.072,86
Elementwise and metadata,triton_red_fused_8,4x1x1,128x1x1,0.5,2.6946250000000003,0.0,5.551833333333334,5.3892500000000005,5.472,5.536,5.792,0
Elementwise and metadata,at_cuda_detail::cub::detail::scan::DeviceScanKernel,1x1x1,128x1x1,2.0,2.64925,2.576,2.8426666666666667,1.324625,1.28,1.472,1.568,0
Elementwise and metadata,at::native::vectorized_gather_kernel,4x3x1,256x1x1,2.0,2.5732916666666665,2.4745,2.8000000000000003,1.2866458333333333,1.248,1.408,1.6,1
Elementwise and metadata,_compute_slot_mapping_kernel,5x1x1,128x1x1,1.0,2.528,2.485333333333333,2.5706666666666664,2.528,2.528,2.688,2.72,0
Elementwise and metadata,triton_red_fused_rms_norm_4,4x1x1,512x1x1,1.0,2.4705833333333334,0.0,5.258333333333334,2.4705833333333334,2.528,2.687,2.848,1
Elementwise and metadata,compute_cuda_kernel,1x1x1,512x1x1,2.0,2.4639583333333333,2.432,2.5065,1.2319791666666666,1.216,1.28,1.408,0
Elementwise and metadata,triton_red_fused_rms_norm_1,16x1x1,512x1x1,1.0,2.3412916666666668,2.2558333333333334,2.528,2.3412916666666668,2.336,2.528,2.592,3
Elementwise and metadata,triton_red_fused_1,4x1x1,512x1x1,1.0,2.2666666666666666,0.0,4.538666666666667,2.2666666666666666,2.24,2.336,2.496,1
Elementwise and metadata,triton_red_fused_fused_add_rms_norm_moe_forward_shared_0,2x1x1,512x1x1,0.5,2.2600000000000002,0.0,9.040000000000001,4.52,4.512,4.768,4.96,0
Elementwise and metadata,triton_red_fused_fused_add_rms_norm_machete_mm_0,16x1x1,1024x1x1,0.75,2.2598333333333334,0.0,9.039333333333333,3.013111111111111,2.88,3.424,3.488,6
Elementwise and metadata,rejection_greedy_sample_kernel,4x1x1,128x1x1,1.0,2.22525,1.6373333333333333,2.7731666666666666,2.22525,2.304,2.912,3.104,0
Elementwise and metadata,memcpy32_post,48x1x1,256x1x1,2.0,2.22,2.144,2.3093333333333335,1.11,1.12,1.152,1.216,5
Elementwise and metadata,triton_per_fused__to_copy_native_layer_norm_slice_6,4x1x1,32x1x1,1.5,2.0079166666666666,0.0,2.7678333333333334,1.3386111111111112,1.344,1.408,1.44,0
Elementwise and metadata,triton_red_fused_add_fused_add_rms_norm_rms_norm_2,4x1x1,512x1x1,0.5,1.9639166666666668,0.0,7.855666666666667,3.9278333333333335,3.936,4.128,4.256,1
Elementwise and metadata,at::native::vectorized_gather_kernel,4x76x1,256x1x1,1.0,1.938625,1.7866666666666668,2.08,1.938625,2.048,2.08,2.176,29
Elementwise and metadata,triton_red_fused_fused_add_rms_norm_2,8x1x1,512x1x1,0.5,1.8252499999999998,0.0,7.300999999999999,3.6505,3.711,3.744,3.808,2
Elementwise and metadata,triton_red_fused_fused_add_rms_norm_machete_mm_0,8x1x1,512x1x1,0.5,1.7652916666666665,0.0,7.061166666666666,3.5305833333333334,3.52,3.584,3.584,2
Elementwise and metadata,triton_red_fused_eq_rms_norm_scalar_tensor_unsqueeze_where_2,16x1x1,256x1x1,0.75,1.7252916666666667,0.0,2.368,2.300388888888889,2.272,2.368,2.432,2
Elementwise and metadata,triton_red_fused_5,2x1x1,128x1x1,0.25,1.7106666666666666,0.0,6.842666666666666,6.842666666666666,6.848,6.912,6.912,0
Elementwise and metadata,triton_red_fused_1,2x1x1,512x1x1,0.5,1.7052916666666667,0.0,6.821166666666667,3.4105833333333333,3.424,3.52,3.712,0
Elementwise and metadata,at::native::vectorized_gather_kernel,16x3x1,256x1x1,1.0,1.6533333333333333,1.4826666666666668,1.9786666666666666,1.6533333333333333,1.536,2.112,2.272,5
Elementwise and metadata,triton_per_fused__to_copy_native_layer_norm_slice_4,2x1x1,64x1x1,1.0,1.6306250000000002,0.0,3.3066666666666666,1.630625,1.632,1.696,1.792,0
Elementwise and metadata,eagle_prepare_next_token_padded_kernel,4x1x1,128x1x1,1.0,1.6293333333333333,1.4080000000000001,1.9413333333333334,1.6293333333333333,1.408,2.08,2.272,0
Elementwise and metadata,triton_red_fused_rms_norm_4,16x1x1,512x1x1,0.5,1.5893333333333333,0.0,3.648,3.1786666666666665,3.52,3.712,3.744,3
Elementwise and metadata,triton_poi_fused_add_bitwise_and_clamp_copy__ge_gt_index_where_0,1x1x1,32x1x1,1.0,1.56525,1.4613333333333334,1.6851666666666667,1.56525,1.504,1.728,1.792,0
Elementwise and metadata,at::native::vectorized_gather_kernel,4x2x1,256x1x1,1.0,1.4973333333333334,1.4666666666666668,1.5466666666666666,1.4973333333333334,1.472,1.6,1.824,1
Elementwise and metadata,at_cuda_detail::cub::detail::scan::DeviceScanInitKernel,1x1x1,128x1x1,2.0,1.47725,1.397,1.5359999999999998,0.738625,0.736,0.768,0.896,0
Elementwise and metadata,triton_per_fused_mm_t_5,40x1x1,256x1x1,0.75,1.3626666666666667,0.0,1.856,1.816888888888889,1.824,1.856,1.888,4
Elementwise and metadata,triton_per_fused_mm_t_5,20x1x1,128x1x1,1.0,1.2746666666666666,0.0,2.6186666666666665,1.2746666666666666,1.28,1.312,1.312,1
Elementwise and metadata,at::native::,1x3x1,128x1x1,1.0,1.2733333333333332,1.1946666666666665,1.3973333333333333,1.2733333333333334,1.248,1.408,1.504,0
Elementwise and metadata,triton_red_fused_8,32x1x1,512x1x1,0.5,1.239875,0.0,2.501,2.47975,2.655,2.879,2.911,6
Elementwise and metadata,triton_poi_fused_7,8x1x1,128x1x1,0.75,1.2239583333333333,0.0,3.295833333333333,1.6319444444444444,1.632,1.824,1.824,0
Elementwise and metadata,triton_poi_fused_machete_mm_mul_silu_slice_1,48x1x1,128x1x1,0.75,1.1933333333333334,0.0,4.773333333333333,1.5911111111111111,1.568,1.632,1.76,2
Elementwise and metadata,triton_red_fused_rms_norm_4,4x1x1,256x1x1,0.5,1.1866666666666668,0.0,4.746666666666667,2.373333333333333,2.368,2.496,2.56,0
Elementwise and metadata,triton_poi_fused_machete_mm_mul_silu_slice_1,384x1x1,128x1x1,0.75,1.18,0.0,4.72,1.5733333333333335,1.568,1.6,1.6,18
Elementwise and metadata,triton_per_fused_mm_t_5,5x1x1,256x1x1,0.5,1.1652916666666666,0.0,4.6611666666666665,2.3305833333333332,2.336,2.336,2.368,0
Elementwise and metadata,triton_red_fused_eq_rms_norm_scalar_tensor_unsqueeze_where_2,4x1x1,512x1x1,0.5,1.1452916666666666,0.0,4.581166666666666,2.290583333333333,2.303,2.336,2.368,1
Elementwise and metadata,triton_poi_fused_machete_mm_mul_silu_slice_1,96x1x1,256x1x1,0.75,1.1279583333333334,0.0,4.511833333333334,1.5039444444444445,1.504,1.536,1.536,9
Elementwise and metadata,triton_red_fused_fused_add_rms_norm_moe_forward_shared_0,8x1x1,256x1x1,0.25,1.1239999999999999,0.0,4.4959999999999996,4.496,4.512,4.64,4.64,1
Elementwise and metadata,triton_red_fused_8,4x1x1,512x1x1,0.5,1.12,0.0,4.48,2.24,2.208,2.368,2.368,1
Elementwise and metadata,triton_red_fused_8,8x1x1,512x1x1,0.5,1.092,0.0,4.368,2.184,2.176,2.368,2.4,2
Elementwise and metadata,eagle_prepare_inputs_padded_kernel,4x1x1,128x1x1,1.0,1.0133333333333334,0.9546666666666667,1.104,1.0133333333333334,0.992,1.088,1.184,0
Elementwise and metadata,triton_red_fused_eq_rms_norm_scalar_tensor_unsqueeze_where_2,4x1x1,1024x1x1,0.5,1.0106666666666666,0.0,4.042666666666666,2.021333333333333,2.016,2.144,2.144,2
Elementwise and metadata,triton_red_fused_rms_norm_4,4x1x1,1024x1x1,0.5,1.0092916666666667,0.0,4.037166666666667,2.0185833333333334,2.048,2.08,2.08,2
Elementwise and metadata,triton_poi_fused_add_bitwise_and_clamp_ge_gt_index_where_1,1x1x1,32x1x1,1.0,0.998625,0.96,1.0506666666666666,0.998625,1.024,1.088,1.152,0
Elementwise and metadata,triton_red_fused_1,4x1x1,1024x1x1,0.5,0.9679583333333334,0.0,3.8718333333333335,1.9359166666666667,1.951,2.016,2.016,2
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_9,256x1x1,256x1x1,0.5,0.9653333333333333,0.0,3.861333333333333,1.9306666666666665,1.92,1.984,1.984,24
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_9,256x1x1,128x1x1,0.5,0.9586666666666667,0.0,3.8346666666666667,1.9173333333333333,1.92,1.92,1.92,12
Elementwise and metadata,triton_poi_fused_0,96x1x1,128x1x1,0.5,0.9226666666666666,0.0,3.6906666666666665,1.8453333333333333,1.888,2.08,2.176,5
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_9,128x1x1,128x1x1,0.5,0.9213333333333334,0.0,3.685333333333334,1.8426666666666667,1.856,1.856,1.888,6
Elementwise and metadata,triton_poi_fused_7,8x1x1,64x1x1,0.5,0.9066666666666666,0.0,3.6266666666666665,1.8133333333333332,1.728,2.016,2.016,0
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_9,256x1x1,64x1x1,0.5,0.8972916666666667,0.0,3.589166666666667,1.7945833333333334,1.792,1.824,1.824,6
Elementwise and metadata,triton_red_fused_rms_norm_4,8x1x1,512x1x1,0.25,0.8866666666666667,0.0,3.546666666666667,3.546666666666667,3.552,3.68,3.68,2
Elementwise and metadata,triton_poi_fused_0,96x1x1,32x1x1,0.5,0.844,0.0,3.376,1.688,1.664,1.792,1.888,1
Elementwise and metadata,triton_poi_fused_machete_mm_mul_silu_slice_1,384x1x1,256x1x1,0.5,0.8305833333333332,0.0,3.322333333333333,1.6611666666666667,1.664,1.696,1.727,36
Elementwise and metadata,triton_poi_fused_7,4x1x1,256x1x1,0.5,0.8133333333333334,0.0,3.2533333333333334,1.6266666666666667,1.632,1.76,1.76,0
Elementwise and metadata,triton_poi_fused_add_bitwise_and_bitwise_not_bitwise_or_embedding_ge_lt_masked_fill_mul_sub_unsqueeze_0,96x1x1,512x1x1,0.5,0.8052916666666667,0.0,1.6586666666666667,1.6105833333333333,1.568,1.888,2.048,18
Elementwise and metadata,triton_poi_fused_add_bitwise_and_bitwise_not_bitwise_or_embedding_ge_lt_masked_fill_mul_sub_unsqueeze_0,96x1x1,256x1x1,0.5,0.7973333333333332,0.0,1.6053333333333333,1.5946666666666667,1.6,1.792,1.92,9
Elementwise and metadata,triton_poi_fused_7,2x1x1,256x1x1,0.5,0.7919999999999999,0.0,3.1679999999999997,1.584,1.6,1.664,1.664,0
Elementwise and metadata,triton_poi_fused_add_mul_1,384x1x1,64x1x1,0.5,0.7559583333333334,0.0,3.0238333333333336,1.5119166666666668,1.536,1.6,1.6,9
Elementwise and metadata,triton_per_fused__to_copy_native_layer_norm_slice_6,4x1x1,64x1x1,0.5,0.7479999999999999,0.0,2.9919999999999995,1.496,1.504,1.504,1.536,0
Elementwise and metadata,triton_poi_fused_add_mul_1,48x1x1,128x1x1,0.5,0.7360000000000001,0.0,2.9440000000000004,1.472,1.472,1.504,1.92,2
Elementwise and metadata,triton_poi_fused_5,4x1x1,256x1x1,0.5,0.7253333333333334,0.0,2.9013333333333335,1.4506666666666665,1.44,1.472,1.568,0
Elementwise and metadata,triton_red_fused_eq_rms_norm_scalar_tensor_unsqueeze_where_2,16x1x1,512x1x1,0.25,0.7025833333333332,0.0,2.810333333333333,2.8103333333333333,2.847,2.848,2.848,3
Elementwise and metadata,triton_per_fused_mm_t_5,320x1x1,128x1x1,0.5,0.7013333333333334,0.0,2.8053333333333335,1.4026666666666665,1.408,1.44,1.44,15
Elementwise and metadata,triton_per_fused_mm_t_3,160x1x1,128x1x1,0.5,0.692,0.0,1.4453333333333334,1.384,1.408,1.44,1.504,8
Elementwise and metadata,triton_red_fused_1,8x1x1,512x1x1,0.25,0.6893333333333334,0.0,2.7573333333333334,2.7573333333333334,2.752,2.848,2.848,2
Elementwise and metadata,triton_red_fused_1,16x1x1,512x1x1,0.25,0.5972916666666667,0.0,2.3891666666666667,2.3891666666666667,2.432,2.464,2.464,3
Elementwise and metadata,triton_per_fused_mm_t_2,20x1x1,256x1x1,0.25,0.5853333333333333,0.0,2.341333333333333,2.341333333333333,2.304,2.432,2.432,2
Elementwise and metadata,triton_red_fused_1,16x1x1,256x1x1,0.25,0.5640000000000001,0.0,2.2560000000000002,2.2560000000000002,2.24,2.336,2.336,2
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_9,512x1x1,128x1x1,0.25,0.5279583333333334,0.0,2.1118333333333337,2.1118333333333332,2.112,2.112,2.112,24
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_9,128x1x1,256x1x1,0.25,0.5253333333333333,0.0,2.1013333333333333,2.1013333333333333,2.112,2.112,2.112,12
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_9,512x1x1,32x1x1,0.25,0.5226666666666667,0.0,2.090666666666667,2.090666666666667,2.08,2.112,2.112,6
Elementwise and metadata,triton_per_fused__to_copy_native_layer_norm_slice_6,1x1x1,64x1x1,0.25,0.5093333333333333,0.0,2.037333333333333,2.037333333333333,2.016,2.144,2.144,0
Elementwise and metadata,triton_red_fused_1,16x1x1,1024x1x1,0.25,0.5093333333333333,0.0,2.037333333333333,2.037333333333333,2.048,2.112,2.112,6
Elementwise and metadata,triton_red_fused_rms_norm_4,16x1x1,1024x1x1,0.25,0.5065833333333334,0.0,2.0263333333333335,2.0263333333333335,2.047,2.08,2.08,6
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_9,512x1x1,64x1x1,0.25,0.5,0.0,2.0,2.0,2.016,2.016,2.016,12
Elementwise and metadata,triton_poi_fused_0,48x1x1,256x1x1,0.25,0.47733333333333333,0.0,1.9093333333333333,1.9093333333333333,1.824,2.304,2.304,5
Elementwise and metadata,triton_poi_fused_7,4x1x1,512x1x1,0.25,0.4519583333333333,0.0,1.8078333333333332,1.8078333333333334,1.824,1.824,1.824,1
Elementwise and metadata,triton_per_fused_mm_t_3,40x1x1,256x1x1,0.25,0.4439583333333333,0.0,1.7758333333333332,1.7758333333333334,1.791,1.792,1.792,4
Elementwise and metadata,triton_per_fused_mm_t_2,40x1x1,256x1x1,0.25,0.4346666666666667,0.0,1.7386666666666668,1.7386666666666666,1.728,1.76,1.76,4
Elementwise and metadata,triton_poi_fused_4,16x1x1,256x1x1,0.25,0.4066666666666667,0.0,1.6266666666666667,1.6266666666666667,1.632,1.664,1.664,2
Elementwise and metadata,triton_poi_fused_add_mul_1,192x1x1,128x1x1,0.25,0.406625,0.0,1.6265,1.6265,1.632,1.663,1.663,9
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_7,128x1x1,256x1x1,0.25,0.39466666666666667,0.0,1.5786666666666667,1.5786666666666667,1.568,1.728,1.728,12
Elementwise and metadata,triton_poi_fused_7,16x1x1,128x1x1,0.25,0.3933333333333333,0.0,1.5733333333333333,1.5733333333333333,1.6,1.664,1.664,1
Elementwise and metadata,triton_poi_fused_5,16x1x1,256x1x1,0.25,0.38799999999999996,0.0,1.5519999999999998,1.552,1.536,1.696,1.696,2
Elementwise and metadata,triton_per_fused_mm_t_2,80x1x1,256x1x1,0.25,0.38533333333333336,0.0,1.5413333333333334,1.5413333333333334,1.536,1.568,1.568,8
Elementwise and metadata,triton_poi_fused_4,32x1x1,128x1x1,0.25,0.38533333333333336,0.0,1.5413333333333334,1.5413333333333334,1.536,1.568,1.568,2
Elementwise and metadata,triton_per_fused__to_copy_native_layer_norm_slice_6,8x1x1,32x1x1,0.25,0.3853333333333333,0.0,1.5413333333333332,1.5413333333333332,1.504,1.696,1.696,0
Elementwise and metadata,triton_per_fused_mm_t_3,80x1x1,256x1x1,0.25,0.38399999999999995,0.0,1.5359999999999998,1.536,1.504,1.632,1.632,8
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_7,512x1x1,64x1x1,0.25,0.38395833333333335,0.0,1.5358333333333334,1.5358333333333334,1.536,1.568,1.568,12
Elementwise and metadata,triton_poi_fused_5,64x1x1,64x1x1,0.25,0.38133333333333336,0.0,1.5253333333333334,1.5253333333333334,1.536,1.568,1.568,2
Elementwise and metadata,triton_poi_fused_4,4x1x1,256x1x1,0.25,0.38133333333333336,0.0,1.5253333333333334,1.5253333333333334,1.568,1.6,1.6,0
Elementwise and metadata,triton_poi_fused_7,32x1x1,64x1x1,0.25,0.3786666666666667,0.0,1.5146666666666668,1.5146666666666666,1.504,1.536,1.536,1
Elementwise and metadata,triton_per_fused_mm_t_5,320x1x1,64x1x1,0.25,0.37733333333333335,0.0,1.5093333333333334,1.5093333333333334,1.504,1.536,1.536,8
Elementwise and metadata,triton_poi_fused_4,8x1x1,256x1x1,0.25,0.36800000000000005,0.0,1.4720000000000002,1.472,1.472,1.504,1.504,1
Elementwise and metadata,triton_poi_fused_machete_mm_mul_silu_slice_1,48x1x1,256x1x1,0.25,0.36791666666666667,0.0,1.4716666666666667,1.4716666666666667,1.472,1.472,1.472,5
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_7,256x1x1,128x1x1,0.25,0.3652916666666666,0.0,1.4611666666666665,1.4611666666666667,1.44,1.536,1.536,12
Elementwise and metadata,triton_poi_fused_add_copy_index_select_mul_slice_split_stack_sub_unsqueeze_view_7,256x1x1,64x1x1,0.25,0.3626666666666667,0.0,1.4506666666666668,1.4506666666666665,1.44,1.472,1.472,6
Elementwise and metadata,triton_per_fused__to_copy_native_layer_norm_slice_6,2x1x1,256x1x1,0.25,0.36133333333333334,0.0,1.4453333333333334,1.4453333333333334,1.44,1.472,1.472,0
Elementwise and metadata,triton_per_fused_mm_t_3,160x1x1,256x1x1,0.25,0.3586666666666667,0.0,1.4346666666666668,1.4346666666666665,1.408,1.536,1.536,15
Elementwise and metadata,triton_per_fused__to_copy_native_layer_norm_slice_3,16x1x1,64x1x1,0.25,0.3426666666666667,0.0,1.3706666666666667,1.3706666666666667,1.376,1.376,1.376,0
Elementwise and metadata,triton_per_fused_mm_t_2,40x1x1,128x1x1,0.25,0.34,0.0,1.36,1.3599999999999999,1.376,1.376,1.376,2
Elementwise and metadata,triton_poi_fused_5,8x1x1,128x1x1,0.25,0.33466666666666667,0.0,1.3386666666666667,1.3386666666666667,1.344,1.408,1.408,0
Elementwise and metadata,triton_per_fused__to_copy_native_layer_norm_slice_3,4x1x1,64x1x1,0.25,0.3333333333333333,0.0,1.3333333333333333,1.3333333333333335,1.344,1.344,1.344,0
Elementwise and metadata,triton_per_fused__to_copy_native_layer_norm_slice_3,8x1x1,32x1x1,0.25,0.33066666666666666,0.0,1.3226666666666667,1.3226666666666667,1.312,1.472,1.472,0
Elementwise and metadata,triton_per_fused__to_copy_native_layer_norm_slice_6,16x1x1,32x1x1,0.25,0.3293333333333333,0.0,1.3173333333333332,1.3173333333333335,1.312,1.344,1.344,0
Elementwise and metadata,triton_per_fused__to_copy_native_layer_norm_slice_4,16x1x1,32x1x1,0.25,0.32787499999999997,0.0,1.3114999999999999,1.3115,1.312,1.343,1.343,0
Elementwise and metadata,triton_per_fused__to_copy_native_layer_norm_slice_3,2x1x1,256x1x1,0.25,0.308,0.0,1.232,1.232,1.248,1.248,1.248,0
